Device,C1,,Device,C2,,Device,C3,,Device,C4,,Device,C5,,Device,C6,
V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W]
2.2558266,0.040026618,0.09029311,2.2557632,0.042000956,0.094744211,2.2557414,0.041847914,0.094398072,2.2557328,0.042805186,0.096557062,2.2557298,0.042709834,0.096341845,2.2557066,0.043016006,0.097031489
2.2746364,0.039266728,0.089317529,2.2745728,0.04137877,0.094119025,2.274549,0.041142106,0.093579736,2.27454,0.042202058,0.095990269,2.2745324,0.042118466,0.095799816,2.2745208,0.042410884,0.096464438
2.2933826,0.038370886,0.087999122,2.2933136,0.040692334,0.093320283,2.2933004,0.040463776,0.092795594,2.2932824,0.041496502,0.095163198,2.2932774,0.041495136,0.095159858,2.2932656,0.041778158,0.095808413
2.3121334,0.03739984,0.086473419,2.312066,0.03996599,0.092404007,2.3120542,0.039715078,0.091823413,2.3120334,0.040756602,0.094230625,2.3120252,0.040754864,0.094226273,2.312016,0.041066364,0.094946091
2.3308904,0.036397902,0.08483952,2.3308236,0.039170974,0.091300631,2.3308046,0.038918294,0.090710939,2.3307904,0.039925266,0.093057427,2.3307778,0.039961282,0.093140869,2.3307706,0.040244866,0.09380155
2.3497102,0.035235426,0.08279304,2.3496438,0.038302292,0.089996743,2.349624,0.038050242,0.089403762,2.3496056,0.039033206,0.091712639,2.349591,0.039116896,0.091908707,2.3495874,0.039373372,0.092511179
2.3685322,0.033959788,0.080434851,2.3684696,0.037377062,0.088526435,2.36845,0.037168768,0.088032369,2.36843,0.038052432,0.090124522,2.3684116,0.038213016,0.09050415,2.3684072,0.03843548,0.091030868
2.387365,0.032555484,0.077721823,2.3873012,0.036380916,0.086852204,2.3872752,0.036119344,0.086226814,2.3872616,0.037036748,0.088416406,2.3872398,0.037259672,0.088947772,2.3872338,0.037412324,0.089311964
2.406188,0.031050696,0.074713812,2.4061244,0.035234036,0.084777474,2.4060974,0.034954568,0.084104095,2.4060846,0.03586456,0.086293166,2.4060656,0.036186294,0.087066597,2.4060586,0.036298704,0.087336809
2.4249428,0.029397356,0.071286907,2.4248824,0.033969686,0.082372494,2.4248554,0.033702574,0.081723869,2.4248398,0.034607114,0.083916707,2.4248192,0.03505497,0.085001964,2.4248196,0.035165754,0.08527061
2.443697,0.027635014,0.067531601,2.4436408,0.032632328,0.079741688,2.4436158,0.03233268,0.079008648,2.4436,0.033230092,0.081201053,2.4435766,0.033778108,0.082539394,2.4435756,0.033867976,0.08275896
2.4624608,0.025657228,0.063179918,2.4623996,0.03119154,0.076806036,2.4623744,0.030848806,0.07596131,2.4623546,0.031790688,0.078279947,2.462338,0.0323692,0.079703911,2.4623328,0.032414338,0.079814888
2.481284,0.023557596,0.058453086,2.4812224,0.02958018,0.073395005,2.4812018,0.029197498,0.072444885,2.4811782,0.030208206,0.074951942,2.4811608,0.030797982,0.076414746,2.4811572,0.030852184,0.076549118
2.5001224,0.021184496,0.052963833,2.500054,0.027864644,0.069663115,2.5000394,0.027406188,0.06851655,2.5000136,0.02853153,0.071329213,2.4999966,0.029183186,0.072957866,2.499987,0.029121096,0.072802361
2.5188916,0.018599992,0.046851364,2.5188166,0.026042238,0.065595621,2.5188062,0.025473004,0.06416156,2.5187778,0.026682406,0.067207052,2.5187618,0.027380402,0.068964711,2.5187512,0.027255282,0.068649274
2.5377174,0.015780996,0.040047708,2.537638,0.023990542,0.060879311,2.5376264,0.023381758,0.059334166,2.5376008,0.024657152,0.062570009,2.5375842,0.025440658,0.064557812,2.5375752,0.025200048,0.063947017
2.5565566,0.012685202,0.032430436,2.5564662,0.02173695,0.055569778,2.5564566,0.021042756,0.053794892,2.5564362,0.022427324,0.057334023,2.5564188,0.023260154,0.059462695,2.5564088,0.022985914,0.058761393
2.5753878,0.009302286,0.023956993,2.5752922,0.019289484,0.049676058,2.5752838,0.01849973,0.047642055,2.575261,0.019907576,0.051267204,2.575246,0.020823206,0.053624878,2.5752324,0.020518296,0.052839381
2.5941562,0.005652002,0.014662176,2.5940548,0.016627234,0.043131956,2.5940442,0.015734576,0.040816185,2.5940244,0.017177822,0.044559689,2.5940048,0.018160676,0.047108881,2.593993,0.017871498,0.046358541
2.6129832,0.001674578,0.004375643,2.6128778,0.013658353,0.035687606,2.6128626,0.012692362,0.033163399,2.6128454,0.014241283,0.037210272,2.6128254,0.015296298,0.039966555,2.6128116,0.014943155,0.039043649
2.6318118,-0.00269409,-0.007090338,2.6317014,0.010497021,0.027625025,2.6316858,0.00932759,0.024547287,2.6316656,0.011016291,0.028991195,2.6316472,0.012168017,0.032021927,2.6316304,0.011776468,0.030991311
2.6505054,-0.007410816,-0.019642408,2.6503958,0.007061478,0.018715712,2.650385,0.005660352,0.015002113,2.6503554,0.007487342,0.019844117,2.6503352,0.008776944,0.023261843,2.6503148,0.008289514,0.021969821
2.6692874,-0.01257901,-0.033576993,2.6691744,0.003298615,0.008804578,2.6691638,0.001681356,0.004487815,2.6691332,0.00364779,0.009736438,2.6691138,0.005099183,0.0136103,2.669092,0.004507119,0.012029915
2.6881312,-0.018218826,-0.048974596,2.6880156,-0.000897493,-0.002412476,2.6880068,-0.002660732,-0.007152065,2.687972,-0.000606147,-0.001629305,2.6879572,0.000993045,0.002669261,2.687935,0.000368638,0.000990876
2.706972,-0.02433658,-0.065878441,2.7068532,-0.00541959,-0.014670035,2.7068464,-0.007440742,-0.020140947,2.7068116,-0.005225646,-0.014144839,2.7067926,-0.003511063,-0.00950372,2.706772,-0.004112959,-0.011132841
2.7258338,-0.03104142,-0.084613752,2.7257096,-0.010409942,-0.02837448,2.7257028,-0.012651444,-0.034484077,2.7256676,-0.010285764,-0.028035573,2.7256478,-0.008460118,-0.023059302,2.7256298,-0.009012867,-0.02456574
2.7446948,-0.038273124,-0.105048044,2.7445602,-0.015838065,-0.043468524,2.7445548,-0.018312716,-0.050260253,2.7445224,-0.015737192,-0.043191077,2.744503,-0.013818693,-0.037925444,2.7444892,-0.014347469,-0.039376474
2.7635528,-0.046061232,-0.127292647,2.7634068,-0.021725166,-0.060035471,2.7634052,-0.024479038,-0.067645501,2.7633724,-0.021667669,-0.059875838,2.7633486,-0.01961963,-0.054215878,2.763338,-0.020193535,-0.055801562
2.782131,-0.05378106,-0.149625954,2.781967,-0.02748659,-0.076466786,2.781981,-0.03057755,-0.085066163,2.781942,-0.02738401,-0.076180728,2.781929,-0.02527625,-0.070316733,2.78191,-0.02596957,-0.072245006
2.801214,-0.06283436,-0.176012489,2.801041,-0.03429767,-0.09606918,2.801052,-0.03780533,-0.105894695,2.801018,-0.0344274,-0.096431767,2.800983,-0.03192895,-0.089432446,2.80098,-0.03296876,-0.092344837
