Device,C1,,Device,C1(SV1),,Device,C1(SV2),,Device,C2,,Device,C3,,Device,C3(SV1),,Device,C3(SV2),,Device,C4,,Device,C5,,Device,C5(SV2),,Device,C5(SV1),,Device,C6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6515412,0.047882154,0.07907935,1.6516446,0.017809104,0.02941431,1.6516408,0.011361724,0.018765487,1.6514462,0.047953226,0.079192173,1.6513578,0.047781594,0.078904508,1.6514434,0.017935688,0.029619774,1.6514808,0.011239584,0.018561957,1.651362,0.048632156,0.080309294,1.6513142,0.048342572,0.079828776,1.651432,0.011308888,0.01867586,1.6514006,0.018158352,0.029986713,1.6513,0.048989608,0.08089654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6717104,0.047830158,0.079958173,1.6718198,0.017738274,0.029655198,1.6718152,0.01128418,0.018865064,1.671618,0.04784068,0.079971342,1.6715318,0.047700138,0.079732298,1.6716174,0.017853468,0.029844168,1.671654,0.011173418,0.018678089,1.6715322,0.048567224,0.081181679,1.671484,0.048206888,0.080577042,1.6716062,0.011226064,0.018765558,1.6715728,0.018076958,0.030216951,1.6714706,0.048908144,0.081748525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6918218,0.047789452,0.080851237,1.6919322,0.017664874,0.029887769,1.691929,0.01120821,0.018963496,1.6917344,0.047725068,0.080738139,1.6916424,0.047597406,0.08051779,1.6917288,0.017768092,0.030058793,1.6917678,0.011093414,0.018767481,1.6916432,0.048481558,0.082013498,1.6915982,0.048102262,0.0813697,1.6917188,0.011141434,0.018848173,1.691688,0.01799041,0.030434161,1.6915836,0.048787212,0.082527648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7119434,0.047735626,0.08172069,1.7120524,0.017582628,0.03010238,1.71205,0.01113175,0.019058113,1.7118596,0.04758264,0.081454799,1.7117622,0.047536262,0.081370776,1.711849,0.017686726,0.030277004,1.711886,0.011004656,0.018838717,1.711763,0.04839858,0.082846898,1.7117176,0.048030928,0.082215385,1.7118378,0.011054608,0.018923696,1.7118056,0.017895052,0.03063285,1.7117114,0.048711568,0.083380146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.732132,0.047611664,0.082469687,1.7322412,0.017498424,0.030311491,1.7322396,0.011052666,0.019145866,1.7320516,0.047480254,0.08223825,1.7319518,0.047479674,0.082232507,1.7320372,0.017600526,0.030484766,1.7320744,0.010921008,0.018915998,1.7319522,0.048339944,0.083722472,1.73191,0.047960214,0.083062774,1.7320278,0.010965974,0.018993372,1.7319934,0.017805444,0.030838911,1.7319056,0.048684716,0.084317332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7522328,0.047463364,0.083166863,1.7523404,0.017433876,0.030550085,1.7523392,0.010979924,0.019240551,1.7521532,0.047353948,0.082971372,1.7520578,0.047374658,0.083003139,1.7521392,0.017508876,0.030677988,1.7521752,0.010816768,0.018952873,1.7520546,0.04823579,0.084511738,1.75201,0.047873484,0.083874823,1.752131,0.010863394,0.019034089,1.7520908,0.017689986,0.030994462,1.7520054,0.048570156,0.085095176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7723378,0.047315428,0.083858922,1.7724474,0.017340296,0.030734763,1.7724498,0.010883466,0.019290397,1.7722676,0.047222392,0.083690715,1.772167,0.0472185,0.083679067,1.7722488,0.017394812,0.030827935,1.7722856,0.010706518,0.018975008,1.7721646,0.04813338,0.085300272,1.7721226,0.047817658,0.084738752,1.7722428,0.010758782,0.019067174,1.7722042,0.017563958,0.03112692,1.772119,0.048421612,0.085808859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7924538,0.047198336,0.084600837,1.7925634,0.017235366,0.030895486,1.7925652,0.010780582,0.019324896,1.7923764,0.047087692,0.084398868,1.7922824,0.047117672,0.084448174,1.7923656,0.017277978,0.030968453,1.7923978,0.010599504,0.018998528,1.7922814,0.048022592,0.086069998,1.7922348,0.047710684,0.085508748,1.7923592,0.010648776,0.019086432,1.7923164,0.017441706,0.031261056,1.7922366,0.048329076,0.086617139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8126356,0.047067254,0.08531578,1.8127446,0.017114756,0.031024682,1.8127438,0.01066764,0.019337698,1.8125536,0.046941414,0.085083829,1.812466,0.046959942,0.085113298,1.8125428,0.017169468,0.031120396,1.8125826,0.010488792,0.019011802,1.8124638,0.047959374,0.086924629,1.812413,0.047548536,0.086177585,1.8125416,0.010517478,0.019063366,1.812497,0.017319814,0.031392111,1.812418,0.04825417,0.087456726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8327306,0.04694729,0.086041735,1.8328432,0.016976846,0.031115897,1.8328386,0.010551114,0.019338489,1.8326536,0.046748218,0.08567329,1.8325684,0.046776406,0.085720964,1.8326378,0.017040944,0.031229878,1.8326812,0.010354424,0.018976358,1.8325566,0.047828534,0.087648496,1.8325068,0.047385874,0.086834936,1.8326378,0.010377272,0.019017781,1.832591,0.017184376,0.031491933,1.8325112,0.048117768,0.088176349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8528442,0.046798674,0.086710652,1.8529612,0.016839338,0.03120264,1.8529558,0.01043099,0.019328163,1.8527724,0.046564728,0.086273843,1.8526776,0.046634614,0.086398905,1.852756,0.016891796,0.031296376,1.8527976,0.010241626,0.01897566,1.8526722,0.047720578,0.088410588,1.852624,0.04726374,0.087561939,1.8527548,0.01023778,0.018968096,1.852709,0.017037516,0.031565559,1.8526222,0.048013372,0.088950639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.873025,0.046630808,0.087340669,1.873142,0.016709764,0.031299761,1.873134,0.01030181,0.019296671,1.87295,0.046378026,0.086863724,1.8728538,0.046518788,0.087122889,1.8729358,0.0167349,0.031343393,1.8729728,0.01011443,0.018944052,1.8728526,0.047589426,0.08912798,1.8728034,0.047125712,0.088257194,1.8729326,0.010083437,0.018885598,1.8728844,0.016874892,0.031604722,1.8727974,0.047897244,0.089701834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8932098,0.046464306,0.087966679,1.8933266,0.016561932,0.031357146,1.8933144,0.010168013,0.019251246,1.8931376,0.046157192,0.087381916,1.893037,0.04639041,0.087818763,1.893118,0.016587444,0.031401989,1.8931556,0.009958715,0.018853397,1.893037,0.04743461,0.089795472,1.8929858,0.046976654,0.088926139,1.8931166,0.009915673,0.018771525,1.8930696,0.0167126,0.031638115,1.8929784,0.047747936,0.090385811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9133228,0.046268632,0.088526829,1.9134358,0.016396632,0.031373903,1.9134246,0.010024512,0.019181148,1.913249,0.045916052,0.087848841,1.9131482,0.046230352,0.088445515,1.9132268,0.016419672,0.031414557,1.913261,0.009807384,0.018764086,1.9131446,0.047266176,0.090427029,1.9130938,0.046836568,0.089602748,1.9132278,0.009750133,0.018654226,1.9131806,0.016535368,0.031635145,1.9130802,0.04759165,0.091046643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.933434,0.046092674,0.089117143,1.9335434,0.016208522,0.031339881,1.9335394,0.009871894,0.019087696,1.9333592,0.045667902,0.088292458,1.933257,0.046045494,0.089017774,1.933341,0.016245802,0.031408675,1.9333732,0.009643984,0.018645421,1.9332534,0.047154082,0.091160789,1.933203,0.046704516,0.09028931,1.9333412,0.00957303,0.018507934,1.9332954,0.016347532,0.031604608,1.9331878,0.047384634,0.091603396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.953607,0.045834678,0.089542948,1.9537162,0.016026406,0.031311049,1.9537118,0.009695027,0.018941288,1.9535262,0.045371578,0.088634566,1.9534322,0.045850664,0.089566163,1.9535108,0.016041492,0.031337228,1.9535432,0.009446615,0.01845437,1.9534226,0.04703174,0.091872864,1.953371,0.046491358,0.09081487,1.953513,0.009375143,0.018314464,1.9534678,0.016138988,0.031526993,1.9533588,0.04720014,0.092198809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9737296,0.045590912,0.089984133,1.9738314,0.015803482,0.031193409,1.9738264,0.009500247,0.018751838,1.9736402,0.045077966,0.088967686,1.9735498,0.045599996,0.089993863,1.9736284,0.015831888,0.031246264,1.97366,0.009247079,0.018250591,1.9735386,0.046803032,0.09236759,1.9734848,0.046264914,0.091303105,1.9736272,0.009160203,0.018078825,1.9735824,0.015923824,0.031426979,1.9734776,0.047014852,0.092782757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9938564,0.045285958,0.090293697,1.9939518,0.01557271,0.031051233,1.9939528,0.009288996,0.01852182,1.9937598,0.044788116,0.089296745,1.9936776,0.045346162,0.090405627,1.9937528,0.015606924,0.031116348,1.993788,0.009037617,0.018019092,1.9936634,0.046578978,0.092862804,1.9936066,0.046024612,0.09175497,1.9937512,0.008940023,0.017824182,1.9937046,0.015674632,0.031250586,1.993603,0.046835272,0.093370939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0139686,0.04498779,0.090603996,2.0140622,0.015327466,0.03087047,2.0140658,0.009062275,0.018252018,2.0138732,0.04447422,0.08956544,2.0137894,0.045075346,0.090772254,2.013871,0.015357824,0.030928676,2.0139028,0.008808437,0.017739336,2.0137784,0.046327456,0.09329323,2.0137186,0.045792758,0.092213729,2.013865,0.00870336,0.017527392,2.0138176,0.015410346,0.031033626,2.0137138,0.046601088,0.093841254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0341632,0.044629548,0.090783784,2.0342584,0.015073936,0.030664281,2.0342582,0.008821133,0.017944461,2.0340668,0.044106632,0.089715836,2.0339836,0.044803746,0.091130085,2.0340676,0.015087088,0.030688157,2.0340962,0.008566672,0.017425434,2.0339796,0.046019114,0.093601939,2.0339178,0.04549768,0.092538541,2.0340616,0.008427724,0.01714251,2.0340122,0.015114126,0.030742317,2.0339096,0.046373618,0.094319747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.054294,0.044319742,0.09104578,2.054387,0.014772702,0.030348847,2.0543872,0.008555761,0.017576845,2.0542,0.043727742,0.089825528,2.0541164,0.04452746,0.091464586,2.0541978,0.014812468,0.030427739,2.0542262,0.008305457,0.017061288,2.054115,0.045709218,0.09389199,2.0540486,0.045204098,0.092851414,2.0541902,0.008151564,0.016744863,2.054142,0.01481025,0.030422357,2.0540446,0.046104924,0.09470157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0744092,0.043946042,0.091162074,2.0745084,0.01446254,0.030002661,2.0745108,0.008267665,0.01715136,2.0743238,0.04331488,0.089849086,2.0742454,0.044226916,0.091737477,2.0743154,0.01449075,0.030058386,2.0743492,0.008000755,0.01659636,2.0742342,0.045450238,0.094274438,2.0741642,0.044963094,0.09326084,2.0743138,0.007853472,0.016290566,2.074265,0.014488716,0.030053436,2.0741682,0.045819078,0.095036475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0945014,0.043544672,0.091204376,2.0946042,0.01412701,0.029590494,2.0946058,0.007960916,0.01667498,2.0944276,0.042835636,0.089716138,2.0943394,0.043845846,0.091828083,2.09441,0.014146848,0.0296293,2.0944412,0.007688001,0.016102066,2.094325,0.045206308,0.094676701,2.0942586,0.044663008,0.093535889,2.0944108,0.007516104,0.015741809,2.094368,0.014158998,0.029654152,2.0942618,0.045537694,0.095367853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1146796,0.043112278,0.091168655,2.114787,0.013758338,0.029095954,2.114786,0.00761531,0.016104751,2.1146076,0.04234644,0.089546104,2.1145172,0.043433396,0.091840663,2.114589,0.013770302,0.029118529,2.1146218,0.007338616,0.015518398,2.1145066,0.04490871,0.094959764,2.1144428,0.044280392,0.093628356,2.1145904,0.007147768,0.015114602,2.1145482,0.013783062,0.029144949,2.1144438,0.045186656,0.095544645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1347918,0.042642542,0.091032949,2.1348976,0.013337802,0.028474841,2.1348982,0.007237667,0.015451682,2.1347182,0.04183484,0.089305594,2.1346252,0.043009872,0.091809957,2.1346954,0.013374796,0.028551115,2.1347322,0.006958911,0.014855411,2.1346118,0.044568596,0.095136651,2.1345486,0.043913332,0.093735141,2.1347008,0.006759635,0.014429797,2.1346558,0.0133719,0.028544404,2.1345588,0.044793394,0.095614133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1549132,0.04212537,0.090776516,2.1550186,0.012881522,0.02775992,2.1550204,0.006822741,0.014703146,2.1548412,0.041285784,0.088964308,2.1547496,0.042522356,0.09162503,2.1548164,0.012926262,0.027853721,2.1548552,0.006548426,0.014110909,2.1547272,0.044194258,0.09522657,2.1546704,0.043528936,0.09379051,2.154828,0.006329453,0.013638883,2.1547796,0.012926122,0.027852944,2.1546822,0.044404662,0.095677935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1751056,0.0415395,0.090352799,2.1752106,0.01238131,0.026931957,2.1752116,0.006367454,0.013850559,2.1750368,0.040640716,0.088395053,2.174934,0.042079928,0.091521066,2.175009,0.01244216,0.02706181,2.1750478,0.006099114,0.013265864,2.174918,0.043748916,0.095150305,2.1748608,0.04304652,0.093620189,2.1750204,0.005853692,0.012731899,2.1749726,0.012426062,0.027026344,2.1748666,0.043984662,0.095660772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1952992,0.040882058,0.089748349,2.1954048,0.011811472,0.025930962,2.195401,0.005860731,0.012866654,2.1952258,0.039929414,0.08765408,2.1951218,0.04155333,0.091214621,2.195204,0.01190717,0.026138667,2.1952396,0.005608702,0.012312444,2.1951154,0.043231492,0.094898114,2.1950526,0.04254478,0.09338803,2.1952104,0.005331084,0.011702852,2.195158,0.011872072,0.026061074,2.1950574,0.043449732,0.095374656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2154244,0.040167452,0.088987953,2.2155258,0.011203385,0.024821388,2.2155192,0.005315456,0.011776494,2.2153476,0.039149866,0.086730562,2.2152458,0.040931406,0.090673125,2.2153242,0.011316756,0.025070283,2.2153578,0.005068711,0.011229008,2.2152284,0.042698406,0.094586722,2.2151718,0.042023432,0.093089122,2.2153342,0.004762963,0.010551554,2.2152782,0.011280815,0.024990143,2.2151784,0.042936496,0.095111999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2355438,0.039390282,0.088058701,2.2356426,0.010547267,0.023579919,2.235638,0.004713702,0.010538131,2.2354664,0.038311612,0.085644321,2.235366,0.040275994,0.090031588,2.2354456,0.010666612,0.023844631,2.2354734,0.004474712,0.010003099,2.2353452,0.042121936,0.094157067,2.2352916,0.041436452,0.092622553,2.2354544,0.004151076,0.009279542,2.2353966,0.010653423,0.023814625,2.2352986,0.042430936,0.094845812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2557244,0.03858033,0.087026592,2.2558224,0.009824883,0.022163191,2.2558162,0.004048717,0.009133161,2.255647,0.037366204,0.084284966,2.2555428,0.039527972,0.089157033,2.2556266,0.009955201,0.022455216,2.2556546,0.00380882,0.008591383,2.2555282,0.04153793,0.093689972,2.2554668,0.040809298,0.092044017,2.255633,0.00348562,0.00786228,2.255572,0.009957184,0.022459146,2.255476,0.041831062,0.094348956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2758282,0.037700644,0.085800189,2.2759232,0.009032684,0.020557696,2.275914,0.003335655,0.007591663,2.2757452,0.03638872,0.082811455,2.275644,0.038693088,0.088051694,2.2757274,0.009197662,0.020931371,2.2757542,0.003098059,0.00705042,2.275632,0.040884926,0.093039046,2.2755718,0.040102126,0.091255267,2.275736,0.002750838,0.006260181,2.2756682,0.009209802,0.020958454,2.2755744,0.041149038,0.093637697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2959366,0.036732564,0.084335638,2.2960286,0.008170599,0.018759929,2.2960258,0.002538249,0.005827885,2.2958554,0.035356592,0.081173623,2.2957558,0.037797928,0.086774812,2.2958332,0.008349648,0.0191694,2.2958642,0.002310798,0.005305278,2.295733,0.040161296,0.092199613,2.2956798,0.039306022,0.090234041,2.2958494,0.001960391,0.004500762,2.2957774,0.008373842,0.019224477,2.2956814,0.040434602,0.092824964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3160438,0.035632104,0.082525514,2.3161392,0.007221076,0.016725018,2.3161408,0.001661271,0.003847737,2.3159634,0.034194272,0.079192682,2.315867,0.036889342,0.08543081,2.3159416,0.007428479,0.017203924,2.3159772,0.001449671,0.003357406,2.3158464,0.039358798,0.091148931,2.3157878,0.0384973,0.089151578,2.315962,0.001082048,0.002505982,2.3158876,0.007473952,0.017308832,2.3157898,0.03963931,0.09179631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.33623,0.034411098,0.080392239,2.3363316,0.006172678,0.014421423,2.3363312,0.000687626,0.001606522,2.3361534,0.032882788,0.076819237,2.3360556,0.035799488,0.083629594,2.3361302,0.006404212,0.014961074,2.3361688,0.000504813,0.001179328,2.3360358,0.038457102,0.089837167,2.3359672,0.037648558,0.087945797,2.3361498,0.000104916,0.0002451,2.3360784,0.006456703,0.015083364,2.335973,0.038725158,0.090460924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3563318,0.03303712,0.077846416,2.356435,0.00501644,0.011820915,2.3564358,-0.000372812,-0.000878508,2.3562582,0.031465932,0.07414186,2.356159,0.034671622,0.081691854,2.3562332,0.005293685,0.012473157,2.3562692,-0.000528669,-0.001245687,2.3561344,0.037462944,0.088267731,2.3560692,0.036675732,0.086410563,2.3562528,-0.000970909,-0.002287707,2.356185,0.00533779,0.01257682,2.3560708,0.037794428,0.089046348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3764456,0.03154343,0.074961245,2.376548,0.003733242,0.008872228,2.3765548,-0.001539648,-0.003659057,2.3763738,0.02990433,0.071063866,2.3762716,0.0334194,0.079413571,2.3763474,0.00406222,0.009653247,2.376385,-0.001679143,-0.003990291,2.3762444,0.036397702,0.086489836,2.3761758,0.035575352,0.08453329,2.3763642,-0.002139075,-0.005083222,2.3763042,0.004106668,0.009758691,2.3761858,0.036773458,0.087380569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3964998,0.02994204,0.071756093,2.3966076,0.002321502,0.00556373,2.3966086,-0.002827154,-0.006775582,2.396427,0.028195688,0.067568908,2.3963278,0.032038066,0.076773708,2.3964016,0.002728575,0.006538763,2.396437,-0.002945034,-0.007057589,2.3962988,0.03522518,0.084410057,2.3962286,0.03440613,0.082444953,2.3964176,-0.003415737,-0.008185531,2.3963582,0.002781594,0.006665695,2.3962358,0.03565835,0.085445815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4166864,0.028227646,0.068217368,2.4167966,0.000756964,0.001829428,2.416794,-0.004261378,-0.010298872,2.416621,0.02631348,0.063589708,2.416512,0.030490844,0.07368149,2.4165928,0.001244089,0.003006457,2.4166252,-0.004346713,-0.010504377,2.4164838,0.033954758,0.082051123,2.4164136,0.03310122,0.079986238,2.4166022,-0.004831377,-0.011675516,2.4165488,0.00129942,0.003140112,2.416424,0.034383836,0.083085927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.436809,0.026346412,0.064201174,2.4369152,-0.000947902,-0.002309956,2.4369116,-0.005834933,-0.014219215,2.4367412,0.024292844,0.059195374,2.4366296,0.028872806,0.070352334,2.4367114,-0.000382751,-0.000932654,2.436744,-0.00587832,-0.014323962,2.4366002,0.032622204,0.079487269,2.436535,0.031627052,0.077060419,2.4367196,-0.006384832,-0.015558045,2.4366714,-0.000312143,-0.000760591,2.4365384,0.03303311,0.080486441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4569282,0.024258484,0.059601353,2.4570374,-0.002819747,-0.006928223,2.45703,-0.007564946,-0.0185873,2.4568622,0.02208297,0.054254814,2.4567442,0.027031138,0.066408592,2.4568324,-0.002164496,-0.005317805,2.4568632,-0.007557544,-0.018567852,2.4567174,0.03110976,0.076427889,2.4566524,0.03000724,0.073717358,2.4568364,-0.008092541,-0.01988205,2.456792,-0.002073216,-0.005093461,2.4566582,0.03151287,0.07741635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4771148,0.021928664,0.054319818,2.477226,-0.004893501,-0.012122308,2.4772122,-0.009491102,-0.023511473,2.4770492,0.019669116,0.048721368,2.4769288,0.024992996,0.061905872,2.4770198,-0.004128072,-0.010225315,2.477047,-0.009413961,-0.023318824,2.4769012,0.02942336,0.072878756,2.47684,0.028271394,0.07002372,2.4770234,-0.009984789,-0.024732555,2.4769786,-0.004035622,-0.009996149,2.4768436,0.029841316,0.073912273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4973758,0.019325932,0.048264115,2.4974834,-0.007195585,-0.017970853,2.497469,-0.011610018,-0.028995659,2.4973074,0.017004606,0.042465728,2.4971866,0.022793798,0.056920367,2.4972824,-0.006322465,-0.015788981,2.4973068,-0.011464461,-0.028630277,2.4971606,0.027547366,0.068790197,2.4970998,0.026389094,0.065896201,2.4972802,-0.012082499,-0.030173385,2.4972396,-0.006207164,-0.015500775,2.4971016,0.027993652,0.069902993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5175,0.016469148,0.04146108,2.5176044,-0.009707878,-0.024440597,2.5175878,-0.013929445,-0.035068601,2.5174272,0.014097738,0.03549003,2.5173104,0.02039209,0.05133322,2.5174024,-0.008713573,-0.021935571,2.5174256,-0.013728675,-0.034560919,2.5172802,0.025462222,0.064095547,2.517217,0.024318068,0.061213854,2.5173994,-0.014374091,-0.036185329,2.5173578,-0.008584685,-0.021610723,2.5172184,0.026021132,0.065500872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.537613,0.013338701,0.033848461,2.5377178,-0.01246634,-0.031636054,2.5376974,-0.016480062,-0.04182141,2.5375422,0.0109043,0.027670122,2.5374252,0.017720118,0.044963474,2.5375158,-0.011354685,-0.028812692,2.5375386,-0.016216854,-0.041150893,2.537394,0.023213596,0.058902039,2.537328,0.022016432,0.055862909,2.5375124,-0.016899262,-0.042882087,2.5374708,-0.0112118,-0.028449616,2.5373326,0.023874288,0.060577009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5578134,0.009956616,0.025467166,2.5579124,-0.015527364,-0.039717636,2.5578942,-0.019319066,-0.049416127,2.5577388,0.007328418,0.018744178,2.5576258,0.014794591,0.037839028,2.557713,-0.014278585,-0.036520523,2.5577358,-0.01896497,-0.048507383,2.5575912,0.020713918,0.052977734,2.5575262,0.019488568,0.049842523,2.5577098,-0.019689124,-0.050359065,2.5576666,-0.014128568,-0.036136166,2.5575254,0.021456996,0.054876812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5779424,0.006282067,0.016194807,2.5780386,-0.018889838,-0.048698732,2.5780186,-0.02243668,-0.057842178,2.5778702,0.003443813,0.008877703,2.577751,0.011600291,0.029902662,2.5778432,-0.017487044,-0.045078857,2.5778606,-0.021980992,-0.056663933,2.5777172,0.01805542,0.046541767,2.5776508,0.016674232,0.042980347,2.5778366,-0.022749824,-0.058645329,2.5777914,-0.017293572,-0.044579221,2.577648,0.01882778,0.048531389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
