Device,C1,,Device,C1(SV1),,Device,C1(SV2),,Device,C2,,Device,C3,,Device,C3(SV1),,Device,C3(SV2),,Device,C4,,Device,C5,,Device,C5(SV2),,Device,C5(SV1),,Device,C6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.70516282,0.04901779,0.034565523,0.70529062,0.018901582,0.013331108,0.70528566,0.012388666,0.008737548,0.70510826,0.049066964,0.034597522,0.70500948,0.048942704,0.03450507,0.70509642,0.01915857,0.013508639,0.70512734,0.012404596,0.00874682,0.70502432,0.049843112,0.035140606,0.7049549,0.048878942,0.03445745,0.70509568,0.012376862,0.008726872,0.70506746,0.01929951,0.013607456,0.70495032,0.049698874,0.035035237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.72527276,0.049031836,0.035561455,0.725404,0.018898176,0.013708812,0.72539368,0.012384148,0.008983383,0.7252205,0.049122392,0.035624566,0.72512094,0.048958106,0.035500548,0.72520598,0.019162402,0.013896689,0.72523804,0.012398624,0.008991954,0.72513578,0.04979151,0.036105605,0.72506178,0.048920138,0.035470122,0.72520372,0.012393542,0.008987843,0.72517816,0.019289714,0.013988479,0.72506332,0.049692112,0.036029928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.74537888,0.049020004,0.036538476,0.74550936,0.018908118,0.014096179,0.74549828,0.012389566,0.0092364,0.74532396,0.049186576,0.036659934,0.74522476,0.048943834,0.036474157,0.74530716,0.019157188,0.014277989,0.74534492,0.012389188,0.009234218,0.74523886,0.049807794,0.037118704,0.74516524,0.048890884,0.036431787,0.7453087,0.012391394,0.009235414,0.74528542,0.019294974,0.014380263,0.74516754,0.04972903,0.037056459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.76556778,0.049032164,0.037537445,0.76569254,0.01892228,0.014488649,0.7656807,0.012398936,0.009493626,0.7655079,0.049194594,0.03765885,0.76540336,0.048918574,0.037442441,0.76549264,0.019147058,0.014656932,0.7655285,0.01238781,0.009483222,0.76542396,0.049757734,0.038085762,0.765345,0.04881833,0.037362865,0.76549456,0.01238546,0.009481002,0.76546784,0.019295982,0.014770454,0.76534386,0.04971314,0.038047646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.78568648,0.049072078,0.038555268,0.78580972,0.018930364,0.014875664,0.78579826,0.01238963,0.00973575,0.7856266,0.04917828,0.038635765,0.78551902,0.04893514,0.038439483,0.78561326,0.019140446,0.015036988,0.7856453,0.012386492,0.009731389,0.78554154,0.049753514,0.039083452,0.7854599,0.048770004,0.038306882,0.78561098,0.012380476,0.009726238,0.7855839,0.019292558,0.015155923,0.78546104,0.049673356,0.039016486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.80580864,0.049050408,0.039525243,0.80593148,0.018929884,0.015256189,0.80592002,0.01237835,0.00997596,0.80574874,0.049146824,0.039599992,0.80564078,0.048946208,0.039433061,0.80573312,0.019137592,0.015419792,0.8057621,0.012376182,0.009972258,0.80566216,0.04974984,0.040081564,0.80558548,0.048718944,0.039247274,0.80573198,0.012384226,0.009978367,0.8057049,0.019305512,0.015554546,0.80558014,0.04968063,0.040021729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82599068,0.049026328,0.04049529,0.8261181,0.018929654,0.01563813,0.82610778,0.012371534,0.01022022,0.82593154,0.049145722,0.040591002,0.82582548,0.048899958,0.040382831,0.82591822,0.01912075,0.015792176,0.82594338,0.012370844,0.010217617,0.82584688,0.04979143,0.041120097,0.82577362,0.048761636,0.040266073,0.82591554,0.012375168,0.010220844,0.8258877,0.01929611,0.01593642,0.82576104,0.04971065,0.041049118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84618532,0.049012652,0.041473787,0.84631616,0.018904864,0.015999492,0.84630012,0.012378094,0.010475582,0.84612844,0.049166272,0.041600981,0.84602278,0.048869234,0.041344485,0.84611132,0.019113152,0.016171854,0.84613572,0.012365972,0.010463291,0.84604226,0.049783186,0.042118679,0.84596786,0.048823722,0.0413033,0.8461075,0.012376232,0.010471623,0.84608232,0.019278176,0.016310924,0.84595528,0.049704402,0.042047701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.86629144,0.049014734,0.042461044,0.86642876,0.018910876,0.016384927,0.86640928,0.012371766,0.010719013,0.86623572,0.049183518,0.04260452,0.86613386,0.04887595,0.042333115,0.86622202,0.019102414,0.016546932,0.86624566,0.012360176,0.010706949,0.86615372,0.049783086,0.043119805,0.86607626,0.048844712,0.042303245,0.86621362,0.012371066,0.010715986,0.86618844,0.019269476,0.016690997,0.86606942,0.049687842,0.043033121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.88638612,0.049012316,0.043443837,0.88652498,0.018897532,0.016753134,0.8865051,0.01237342,0.0109691,0.88633232,0.049190118,0.043598791,0.88622816,0.048865016,0.043305553,0.88631518,0.019094938,0.016924133,0.88633996,0.012344248,0.0109412,0.88624458,0.049720348,0.044064389,0.88617208,0.048883256,0.043318977,0.88630868,0.012382398,0.010974627,0.88628464,0.019275732,0.017083785,0.88616142,0.049722514,0.044062174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.90656052,0.04898421,0.044407151,0.90669938,0.018890206,0.017127738,0.90668256,0.012372202,0.01121766,0.90651246,0.049174014,0.044576856,0.90640372,0.048859594,0.044286518,0.9064892,0.019081476,0.017297152,0.90651628,0.012344714,0.011190684,0.9064167,0.04969819,0.045047269,0.90634344,0.048884538,0.04430618,0.90648538,0.012378014,0.011220489,0.9064598,0.019268014,0.01746568,0.90633888,0.049706502,0.045050935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9266758,0.048952842,0.045363414,0.92680512,0.018891124,0.01750839,0.9267906,0.012368188,0.01146272,0.92662202,0.04915373,0.045546929,0.9265129,0.048874954,0.045283275,0.92659722,0.019083248,0.017682485,0.92662812,0.01234922,0.011443135,0.92652282,0.049669946,0.046020338,0.9264488,0.048799854,0.045210566,0.92659532,0.012367774,0.011459922,0.92657242,0.0192684,0.017853568,0.9264511,0.04964658,0.045995129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.94678802,0.048927954,0.046324401,0.94691314,0.0188958,0.017892681,0.9469036,0.012353996,0.011698043,0.94672892,0.04911844,0.046501848,0.94662476,0.048857636,0.046249848,0.9467125,0.019071032,0.018054784,0.94673996,0.01235553,0.011697474,0.9466362,0.049630328,0.046981865,0.9465595,0.048764404,0.04615841,0.94670792,0.012360258,0.011701554,0.94668122,0.019268018,0.018240671,0.9465618,0.049629456,0.046977347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96689256,0.048924804,0.047305029,0.9670128,0.018894888,0.018271599,0.96700524,0.012345942,0.011938591,0.9668263,0.049121638,0.047492092,0.96672358,0.048842704,0.047217394,0.96681066,0.019084728,0.018451318,0.96683772,0.012356082,0.011946326,0.96673282,0.049602816,0.04795267,0.96666288,0.048786762,0.047160352,0.9668075,0.012361786,0.011951467,0.96678168,0.019256476,0.018616808,0.96665848,0.04966958,0.048013521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.98707196,0.048931984,0.048299389,0.98719094,0.018900044,0.018657952,0.98718048,0.0123419,0.012183683,0.98700222,0.049104752,0.048466499,0.98690138,0.048854688,0.048214759,0.98698782,0.019096782,0.018848291,0.98701374,0.012351584,0.012191183,0.98690984,0.049556518,0.048907815,0.98683608,0.048816442,0.048173826,0.98698344,0.012360688,0.012199794,0.98695758,0.019253286,0.019002177,0.98683942,0.049659468,0.049005921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.00718186,0.048916672,0.049267985,1.00730014,0.018897418,0.019035372,1.00728552,0.01233416,0.012424021,1.00711224,0.049124052,0.049473434,1.00701432,0.048883388,0.049226272,1.0070996,0.01910189,0.019237506,1.00712148,0.012336228,0.01242408,1.00701592,0.049566966,0.049914724,1.00694604,0.048860298,0.049199684,1.00708994,0.012348796,0.012436348,1.00706456,0.01924552,0.019381481,1.00694404,0.049657322,0.050002144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02728944,0.04893367,0.050269042,1.02741156,0.018877592,0.019395056,1.0273981,0.012328938,0.012666727,1.02722248,0.04915074,0.050488745,1.02712806,0.048887372,0.050213592,1.0272111,0.019079948,0.019599134,1.02723288,0.012309388,0.012644608,1.0271312,0.049546656,0.050890916,1.02706022,0.048909038,0.050232527,1.0272022,0.01235242,0.012688433,1.02717608,0.019230692,0.019753307,1.02705122,0.049668274,0.051011861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.047401,0.048961086,0.05128189,1.0475226,0.018865608,0.019762151,1.047511,0.01232532,0.012910908,1.0473366,0.049140522,0.051466667,1.0472354,0.04890995,0.051220231,1.0473238,0.019075716,0.019978451,1.0473436,0.01229158,0.012873508,1.0472392,0.049532828,0.051872719,1.0471758,0.04890115,0.051208101,1.0473164,0.01234948,0.012933813,1.0472876,0.01921895,0.020127768,1.0471658,0.049662566,0.052004941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0675812,0.04897984,0.052289956,1.0677058,0.018853958,0.02013048,1.0676926,0.012329134,0.013163725,1.0675224,0.049122876,0.05243977,1.0674164,0.048931798,0.052230604,1.0675042,0.019060154,0.020346794,1.0675256,0.01227797,0.013107047,1.067419,0.049514226,0.052852426,1.0673586,0.048862972,0.052154313,1.0674992,0.012337434,0.013170201,1.0674712,0.019234634,0.020532418,1.0673512,0.049636936,0.052980043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.087687,0.048965652,0.053259303,1.0878098,0.018835028,0.020488928,1.0877982,0.012311176,0.013392075,1.087632,0.04908417,0.053385514,1.0875244,0.048915546,0.05319685,1.087609,0.019046752,0.020715419,1.087632,0.012272712,0.013348194,1.0875252,0.049534262,0.053869758,1.087469,0.048813626,0.053083305,1.087605,0.012322718,0.01340225,1.0875762,0.019219436,0.020902601,1.087452,0.049617526,0.053956678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1078076,0.048974182,0.054253971,1.1079316,0.01882436,0.020856103,1.1079192,0.012289744,0.013616043,1.107748,0.049080764,0.054369118,1.1076412,0.048837986,0.054094965,1.1077286,0.01904964,0.021101831,1.1077514,0.012262606,0.013583919,1.1076516,0.04949382,0.054821909,1.1075914,0.048789624,0.054038968,1.107724,0.012315164,0.013641803,1.1076982,0.019209574,0.021278411,1.1075692,0.049653492,0.054994678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1279936,0.04895714,0.055223341,1.1281174,0.018822372,0.021233845,1.1281016,0.01227842,0.013851305,1.1279328,0.049074008,0.055352183,1.1278214,0.048778426,0.055013353,1.127914,0.01903858,0.021473881,1.1279378,0.012257358,0.013825537,1.127837,0.049492206,0.055819141,1.1277792,0.048781512,0.055014775,1.127908,0.012302626,0.01387623,1.1278798,0.019208694,0.021665098,1.1277552,0.049662,0.056006579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1481558,0.04896201,0.056216016,1.1482846,0.018806092,0.021594746,1.1482654,0.012269056,0.014088132,1.1480984,0.049090968,0.056361262,1.1479912,0.04881638,0.056040775,1.1480796,0.019026176,0.021843565,1.1481046,0.012239132,0.014051804,1.1480042,0.049480002,0.05680325,1.1479456,0.048830636,0.056054914,1.148072,0.012285336,0.01410445,1.1480466,0.019200816,0.022043432,1.1479196,0.049665626,0.057012146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1682696,0.0489865,0.057229439,1.168398,0.018793634,0.021958444,1.1683792,0.012248656,0.014311075,1.1682144,0.049079032,0.057334832,1.1681122,0.048843232,0.057054375,1.1681968,0.019005926,0.022202662,1.1682192,0.012215348,0.014270204,1.168124,0.04943382,0.057744832,1.168056,0.048850736,0.057060395,1.1681866,0.01227857,0.014343661,1.1681592,0.019189838,0.022416786,1.1680276,0.049664542,0.058009556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1883906,0.048968576,0.058193795,1.1885136,0.018775994,0.022315524,1.188495,0.012238966,0.01454595,1.1883278,0.049073784,0.058315742,1.188228,0.04885698,0.058053232,1.1883138,0.0189716,0.022544214,1.1883372,0.012176544,0.01446984,1.1882438,0.04943774,0.058744088,1.1881712,0.048861464,0.058055784,1.188303,0.012263776,0.014573082,1.1882756,0.01919142,0.022804696,1.1881474,0.049649784,0.058991262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.208564,0.048925856,0.059130028,1.2086856,0.018754366,0.022668132,1.2086678,0.012231374,0.014783668,1.2084984,0.049072986,0.059304625,1.2084006,0.04887519,0.059060809,1.2084862,0.018930932,0.02287777,1.2085132,0.012149454,0.014682776,1.2084162,0.049442816,0.0597475,1.2083458,0.048866978,0.059048208,1.2084768,0.012247382,0.014800677,1.2084496,0.019185644,0.023184884,1.2083282,0.049623954,0.059962023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.228656,0.048895288,0.060075489,1.2287774,0.018729706,0.023014639,1.2287622,0.012219962,0.015015427,1.2285958,0.049040924,0.060251473,1.2284972,0.04890231,0.060076351,1.2285764,0.01889638,0.023215647,1.2286032,0.012131596,0.014904918,1.2285072,0.049424428,0.060718266,1.2284328,0.04883386,0.059989115,1.228571,0.0122288,0.015023949,1.22854,0.019153416,0.023530738,1.2284186,0.049588168,0.060915028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2487674,0.0488615,0.061016648,1.2488828,0.018710444,0.023367152,1.2488684,0.012207206,0.015245194,1.2487016,0.049012544,0.061202042,1.2486022,0.048879848,0.061031486,1.2486798,0.018877916,0.023572472,1.2487066,0.012120526,0.015134981,1.2486102,0.049401262,0.06168292,1.2485344,0.04877632,0.060898913,1.2486768,0.012216134,0.015254003,1.2486442,0.01913909,0.023897914,1.2485214,0.049559198,0.061875719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2688712,0.048781832,0.061897862,1.2689858,0.018683232,0.023708756,1.2689748,0.01220096,0.015482711,1.2688032,0.04897172,0.062135475,1.2687068,0.048838606,0.061961872,1.268781,0.018862338,0.023932176,1.268813,0.012103822,0.015357487,1.2687106,0.04943693,0.062721157,1.2686412,0.048797848,0.06190696,1.2687836,0.012190942,0.015467667,1.2687494,0.019098564,0.024231292,1.2686286,0.049564094,0.062878427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2890498,0.048791052,0.062894096,1.2891702,0.018646954,0.024039097,1.2891586,0.012178844,0.015700461,1.2889864,0.048992052,0.063150089,1.2888904,0.048786176,0.062880034,1.2889676,0.01882861,0.024269468,1.2889966,0.012098644,0.015595111,1.2888912,0.049425512,0.063704107,1.2888268,0.048852246,0.062962084,1.2889694,0.012167834,0.015683966,1.288938,0.019051402,0.024556076,1.2888106,0.049589668,0.06391169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3091684,0.048758008,0.063832443,1.309287,0.018634634,0.024398084,1.3092754,0.012152564,0.015911053,1.3091082,0.048989378,0.064132396,1.3090072,0.048729074,0.063786709,1.3090856,0.018800292,0.024611192,1.309113,0.01207915,0.015812972,1.3090082,0.049397944,0.064662314,1.3089436,0.048900722,0.064008287,1.3090892,0.012144916,0.015898778,1.309056,0.019013672,0.024889961,1.3089282,0.049560068,0.064870571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3292974,0.048752738,0.064806888,1.3294128,0.01860635,0.02473552,1.3294006,0.0121152,0.016105954,1.3292302,0.048922708,0.065029541,1.3291304,0.04866112,0.064676974,1.3292146,0.01877181,0.024951764,1.3292398,0.012039538,0.016003433,1.3291302,0.04933041,0.065566538,1.329071,0.048927414,0.065028007,1.329214,0.012116274,0.016105121,1.3291836,0.019001802,0.025256884,1.3290596,0.049509314,0.065800829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3494882,0.048738652,0.065772236,1.3496054,0.018558942,0.025047248,1.3495964,0.012073468,0.016294309,1.3494248,0.048861574,0.06593502,1.3493272,0.04856963,0.065536323,1.3494096,0.01873909,0.025286708,1.349439,0.011997354,0.016189697,1.3493252,0.049288474,0.06650618,1.349269,0.04893121,0.066021365,1.3494102,0.0120896,0.01631383,1.3493824,0.01896575,0.025592049,1.3492584,0.049499622,0.066787781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3696808,0.048745282,0.066765477,1.3697982,0.018518906,0.025367164,1.3697868,0.01202751,0.016475124,1.3696152,0.048808742,0.066849195,1.3695188,0.048544788,0.066483,1.3695988,0.018704352,0.025617458,1.3696302,0.011950362,0.016367577,1.3695194,0.04925748,0.067459074,1.3694618,0.048866882,0.066921328,1.3696026,0.01205705,0.016513367,1.3695756,0.018943636,0.025944742,1.3694504,0.049521808,0.06781766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.389806,0.048697308,0.067679811,1.3899198,0.018507832,0.025724402,1.389909,0.011978578,0.016649133,1.3897342,0.048777158,0.067787285,1.3896436,0.048525708,0.06743344,1.3897182,0.01867774,0.025956795,1.3897518,0.011909178,0.016550802,1.3896434,0.049219116,0.06839702,1.3895884,0.048755494,0.067750069,1.3897248,0.012016992,0.016700312,1.3896928,0.018918274,0.026290589,1.3895744,0.04949101,0.068771441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.409911,0.048693842,0.068653983,1.4100202,0.018481374,0.026059111,1.4100136,0.011950152,0.016849877,1.4098388,0.048707374,0.068669546,1.409749,0.048506814,0.068382433,1.4098178,0.018641006,0.026280422,1.4098568,0.011877912,0.016746155,1.4097414,0.04916102,0.069304325,1.4096894,0.048703774,0.068657194,1.4098256,0.011981518,0.016891851,1.4097948,0.018879644,0.026616424,1.4096778,0.04947834,0.069748517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.43008,0.04866548,0.06959553,1.4301902,0.018447304,0.026383153,1.4301838,0.011918824,0.017046109,1.4300072,0.048680018,0.069612776,1.4299166,0.048506912,0.069360839,1.4299834,0.018608992,0.02661055,1.4300258,0.01185492,0.016952841,1.4299106,0.049181926,0.070325757,1.4298596,0.048701846,0.069636802,1.4299924,0.011943866,0.017079638,1.4299634,0.01882324,0.026916544,1.4298452,0.049494252,0.070769119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4502018,0.048640668,0.070538784,1.4503132,0.018409394,0.026699387,1.4503048,0.011890122,0.017244301,1.4501264,0.048678718,0.070590294,1.450035,0.048497878,0.070323621,1.4501066,0.018563852,0.026919564,1.4501472,0.011815374,0.017134032,1.4500328,0.049174556,0.071304719,1.449981,0.048712812,0.070632652,1.45011,0.011899262,0.017255239,1.450081,0.018760542,0.027204306,1.4499628,0.04945244,0.071704198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4703226,0.048549966,0.071384112,1.470433,0.01835491,0.026989665,1.4704266,0.011854672,0.017431425,1.4702478,0.048662428,0.071545828,1.4701566,0.048420258,0.071185362,1.4702346,0.01851387,0.027219732,1.4702708,0.011771406,0.017307155,1.4701542,0.04911917,0.072212754,1.4701054,0.04868297,0.071569097,1.470228,0.011853128,0.017426801,1.4702012,0.01872335,0.027527092,1.4700868,0.04940944,0.072636166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4904318,0.048482924,0.072260492,1.4905388,0.018290328,0.027262444,1.4905362,0.011813696,0.017608742,1.4903596,0.048554402,0.072363519,1.49026,0.04835061,0.07205498,1.4903418,0.018467806,0.027523343,1.4903794,0.011721312,0.017469202,1.4902614,0.049046112,0.073091528,1.490209,0.04870739,0.072584191,1.490334,0.011812686,0.017604848,1.4903068,0.018666768,0.027819211,1.4902002,0.04937129,0.073573106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5106234,0.048418166,0.073141615,1.5107334,0.018230066,0.02754077,1.5107282,0.011766102,0.017775382,1.5105488,0.048487692,0.073243025,1.5104526,0.048310584,0.072970847,1.5105364,0.018403158,0.02779864,1.5105708,0.011678158,0.017640684,1.5104588,0.049019266,0.074041582,1.5104026,0.048680306,0.073526861,1.5105274,0.011757886,0.017760609,1.5104972,0.018618614,0.028123364,1.5103926,0.049313576,0.07448286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5307428,0.048391454,0.07407487,1.5308524,0.018179968,0.027830848,1.5308492,0.011718282,0.017938923,1.5306698,0.048451086,0.074162614,1.5305724,0.048244184,0.073841216,1.5306624,0.018350092,0.028087796,1.5306922,0.011620672,0.017787672,1.5305808,0.048945858,0.07491559,1.530524,0.0485791,0.074351478,1.5306488,0.011696552,0.017903313,1.5306182,0.018557104,0.028403841,1.5305106,0.049308092,0.075466557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5508546,0.048334702,0.074960095,1.5509592,0.01814152,0.028136757,1.550958,0.011669654,0.018099143,1.5507732,0.048376238,0.075020573,1.5506792,0.04819047,0.074727959,1.5507644,0.018276734,0.028342908,1.5507998,0.011567296,0.01793856,1.5506916,0.048880254,0.075798199,1.5506324,0.048510178,0.075221454,1.5507582,0.011641384,0.018052972,1.5507238,0.018493686,0.028678599,1.550622,0.049284432,0.076421525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5709682,0.048272268,0.075834198,1.5710664,0.018088718,0.028418577,1.5710646,0.011620278,0.018256207,1.5708782,0.048291086,0.075859414,1.5707832,0.04810853,0.075568071,1.570867,0.0182231,0.028626066,1.5709056,0.01151723,0.018092481,1.570797,0.048854296,0.076740182,1.5707386,0.04853138,0.076230112,1.5708638,0.011585434,0.018199139,1.570828,0.018425888,0.028943901,1.5707298,0.049205084,0.077287892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5911414,0.04816729,0.076640969,1.5912434,0.018039302,0.02870492,1.5912412,0.011574828,0.018418343,1.591052,0.048226856,0.076731436,1.5909614,0.048025644,0.076406946,1.5910426,0.018144298,0.028868351,1.591081,0.011459044,0.018232267,1.5909666,0.048862438,0.077738507,1.5909144,0.04851601,0.077184819,1.5910376,0.011520702,0.01832987,1.591001,0.01836022,0.029211128,1.5909004,0.049166246,0.0782186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6112434,0.048044278,0.077411026,1.6113474,0.01797335,0.028961311,1.6113474,0.011519168,0.018561381,1.6111516,0.048168994,0.077607552,1.6110626,0.04795983,0.077266288,1.6111488,0.018070248,0.029113858,1.611185,0.011382766,0.018339742,1.611067,0.04879797,0.078616799,1.6110198,0.048448338,0.078051232,1.6111404,0.011458156,0.018460698,1.6111044,0.01827599,0.029444528,1.6110016,0.049142768,0.079169078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.631361,0.047946502,0.078218053,1.6314624,0.01790715,0.029214842,1.6314588,0.011447198,0.018675632,1.6312612,0.048060928,0.078399927,1.6311768,0.04787025,0.078084841,1.6312598,0.01799743,0.029358484,1.6312984,0.011308322,0.018447248,1.6311828,0.04872675,0.079482236,1.6311336,0.048418434,0.078976935,1.6312526,0.011394376,0.018587105,1.6312174,0.01820682,0.029699282,1.631115,0.049056094,0.080016131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
