C1,,,C2,,,C3,,,C4,,,C5,,,C6,,,C7,,,C8,,,C9,,,C10,,,C11,,,C12,,,C13,,,C14,,,C15,,,C16,,,C17,,,C18,,,C19,,,C20,,
V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W]
7.39E-05,0.05205847,3.85E-06,5.87E-05,0.05236766,3.07E-06,5.75E-05,0.05281471,3.03E-06,5.05E-05,0.05305101,2.68E-06,4.94E-05,0.05298756,2.62E-06,4.84E-05,0.05301009,2.57E-06,4.67E-05,0.05337706,2.49E-06,4.84E-05,0.05295694,2.56E-06,4.70E-05,0.05346672,2.51E-06,4.51E-05,0.0534973,2.41E-06,4.36E-05,0.052837,2.31E-06,4.63E-05,0.05370033,2.48E-06,4.36E-05,0.0531168,2.32E-06,4.12E-05,0.05306216,2.19E-06,4.36E-05,0.05309705,2.32E-06,4.55E-05,0.05278762,2.40E-06,4.20E-05,0.05240743,2.20E-06,3.96E-05,0.05282077,2.09E-06,4.24E-05,0.05253121,2.23E-06,4.03E-05,0.05266485,2.12E-06
0.004754305,0.05207612,0.000247586,0.004742146,0.05246779,0.00024881,0.004741669,0.05276091,0.000250175,0.004736662,0.05325237,0.000252238,0.004734516,0.05285747,0.000250255,0.004729748,0.05306193,0.00025097,0.004732847,0.05331671,0.00025234,0.004730463,0.05266419,0.000249126,0.004728079,0.05352522,0.000253071,0.004729033,0.05335224,0.000252305,0.004729033,0.05279914,0.000249689,0.004729509,0.05364174,0.000253699,0.004728079,0.05299746,0.000250576,0.004725933,0.05338432,0.000252291,0.004726171,0.05282404,0.000249655,0.004725456,0.05290774,0.000250013,0.004724503,0.05227569,0.000246977,0.00472188,0.05269489,0.000248819,0.004724264,0.05262189,0.0002486,0.004720449,0.05266123,0.000248585
0.009462977,0.052053208,0.000492578,0.009449147,0.052516118,0.000496233,0.009448052,0.052588596,0.00049686,0.009441805,0.053102178,0.00050138,0.009439946,0.05292267,0.000499587,0.009437895,0.052920526,0.000499458,0.009437799,0.053347386,0.000503482,0.009437658,0.052797188,0.000498282,0.00943556,0.053587198,0.000505625,0.009435654,0.053332596,0.000503228,0.009434129,0.052852032,0.000498613,0.00943575,0.053621702,0.000505961,0.009434222,0.053001144,0.000500025,0.009430837,0.053298522,0.00050265,0.009432984,0.052790034,0.000497968,0.009432697,0.053036782,0.00050028,0.009431553,0.052518804,0.000495334,0.009429502,0.052890534,0.000498731,0.009432124,0.052466816,0.000494874,0.009428358,0.052549826,0.000495459
0.014157439,0.052038986,0.000736739,0.014144039,0.052571218,0.000743569,0.014142277,0.05253527,0.000742968,0.014136744,0.053081238,0.000750396,0.014134885,0.052951554,0.000748464,0.014132691,0.052929998,0.000748043,0.014132595,0.0533403,0.000753837,0.014131928,0.052785642,0.000745963,0.014129592,0.05361319,0.000757533,0.01413026,0.053337632,0.000753675,0.014129211,0.052900222,0.000747438,0.014130355,0.05359059,0.000757254,0.014129351,0.052981704,0.000748597,0.014125252,0.053332896,0.000753341,0.014127683,0.052832688,0.000746403,0.014127111,0.053082396,0.000749901,0.014126301,0.052513266,0.000741818,0.014124299,0.052897684,0.000747143,0.014126252,0.05247321,0.00074125,0.014122582,0.052494012,0.000741351
0.018861772,0.052024642,0.000981277,0.018847894,0.052584782,0.000991112,0.018845655,0.052495938,0.00098932,0.018840647,0.05300819,0.000998709,0.01883774,0.052981064,0.000998044,0.018836403,0.052968786,0.000997741,0.018836022,0.053320136,0.001004339,0.018835783,0.05285378,0.000995542,0.0188334,0.05361025,0.001009663,0.018833877,0.053328428,0.001004381,0.018832636,0.052916224,0.000996552,0.018833781,0.053632662,0.001010106,0.01883273,0.052952578,0.000997242,0.01882844,0.05328866,0.001003342,0.018831109,0.052899062,0.000996148,0.0188313,0.05311,0.00100013,0.01882968,0.052560996,0.000989707,0.018828535,0.052944384,0.000996865,0.018830489,0.05241756,0.000987048,0.018826294,0.052469308,0.000987803
0.023562432,0.052007658,0.001225427,0.023548602,0.052575156,0.001238071,0.023546792,0.052478972,0.001235711,0.023541498,0.053055728,0.001249011,0.023538734,0.05307149,0.001249236,0.023537636,0.05299401,0.001247354,0.023536492,0.053348836,0.001255644,0.023537302,0.052849826,0.001243942,0.023534252,0.05357539,0.001260857,0.023534728,0.053327882,0.001255057,0.023533726,0.052945656,0.001246009,0.02353511,0.05366789,0.00126308,0.02353339,0.052937538,0.0012458,0.023529672,0.053245256,0.001252843,0.023531436,0.052923368,0.001245363,0.023533058,0.053091514,0.001249406,0.023530484,0.052581772,0.001237275,0.02352953,0.053009328,0.001247285,0.023531484,0.05237294,0.001232413,0.023527766,0.052486352,0.001234887
0.028258564,0.05200499,0.001469586,0.028244494,0.05253967,0.001483956,0.028242492,0.052537978,0.001483803,0.028237582,0.053061676,0.001498333,0.02823496,0.053050998,0.001497893,0.028233672,0.053050226,0.001497803,0.028232862,0.053352556,0.001506295,0.028232908,0.05283345,0.001491642,0.028229954,0.053576822,0.001512471,0.028230954,0.053303012,0.001504795,0.028230286,0.052935008,0.00149437,0.028231574,0.053668146,0.001515136,0.028229664,0.052930614,0.001494213,0.028226566,0.053226158,0.001502392,0.028227806,0.052949078,0.001494636,0.028228998,0.053098874,0.001498928,0.028226232,0.052568068,0.001483798,0.028225374,0.052982638,0.001495455,0.028226852,0.052337746,0.00147733,0.028223992,0.052480472,0.001481208
0.03296075,0.052009224,0.001714263,0.032946824,0.05248182,0.001729109,0.032943868,0.052522394,0.001730291,0.032939768,0.05306565,0.00174797,0.03293605,0.053055942,0.001747453,0.032935286,0.053049186,0.00174719,0.032934954,0.053357584,0.00175733,0.032934378,0.052816324,0.001739473,0.032931806,0.053571154,0.001764195,0.032932426,0.053300568,0.001755317,0.032931948,0.052957378,0.00174399,0.032933046,0.053675488,0.001767697,0.03293128,0.052975084,0.001744537,0.032928228,0.053201948,0.001751846,0.032928752,0.052920258,0.001742598,0.032930802,0.053076668,0.001747857,0.032927704,0.05253031,0.001729702,0.032926988,0.052995462,0.001744981,0.032928562,0.052339262,0.001723457,0.032925224,0.052559338,0.001730528
0.037663318,0.052050102,0.00196038,0.03764901,0.052439884,0.00197431,0.037647056,0.052489364,0.00197607,0.037642144,0.05310113,0.00199884,0.03763814,0.052977184,0.001993963,0.037638044,0.053011744,0.001995258,0.037637284,0.05337289,0.002008811,0.037636946,0.052798548,0.001987176,0.037634804,0.053576372,0.002016336,0.037635374,0.05327267,0.002004937,0.037633848,0.052946516,0.001992581,0.037635756,0.053656728,0.002019412,0.037633084,0.052961168,0.001993092,0.037630652,0.053232006,0.002003155,0.03763113,0.052827886,0.001987973,0.037633132,0.053128898,0.001999407,0.037629938,0.05256503,0.001978019,0.037629078,0.05298226,0.001993674,0.037631702,0.052364996,0.001970584,0.037627792,0.052613184,0.001979718
