Device,C1_2,,Device,C1(s2)_2,,Device,C1(s1)_2,,Device,C4_5,,Device,C4(s1)_5,,Device,C4(s2)_5,,Device,C7_8,,Device,C7(s1)_8,,Device,C7(s2)_8,,Device,C10_11,,Device,C10(s2)_11,,Device,C10(s1)_11,,Device,C13_14,,Device,C13(s2)_14,,Device,C13(s1)_14,,Device,C16_17,,Device,C16(s1)_17,,Device,C16(s2)_17,,Device,C19_20,,Device,C19(s2)_20,,Device,C19(s1)_20,
V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W]
6.75E-05,0.05010919,3.38E-06,8.25E-05,0.01284291,1.06E-06,7.82E-05,0.0196591,1.54E-06,5.70E-05,0.05097607,2.90E-06,7.15E-05,0.02006692,1.44E-06,7.20E-05,0.01276091,9.19E-07,3.91E-05,0.05088149,1.99E-06,4.94E-05,0.01998836,9.86E-07,5.13E-05,0.01267485,6.50E-07,3.12E-05,0.05115652,1.60E-06,4.72E-05,0.01250552,5.90E-07,4.41E-05,0.02014154,8.88E-07,4.82E-05,0.05045325,2.43E-06,6.20E-05,0.01265483,7.84E-07,5.77E-05,0.019538,1.13E-06,3.77E-05,0.05091192,1.92E-06,4.79E-05,0.01999281,9.58E-07,4.89E-05,0.01304525,6.38E-07,3.22E-05,0.05041234,1.62E-06,4.70E-05,0.0131074,6.16E-07,4.32E-05,0.02026193,8.74E-07
0.009448528,0.05015327,0.000473875,0.009461641,0.0127335,0.00012048,0.00945878,0.01974601,0.000186773,0.009438276,0.05058292,0.000477416,0.009450436,0.02006525,0.000189625,0.009451151,0.01273845,0.000120393,0.009417295,0.05079804,0.00047838,0.009429216,0.01997361,0.000188335,0.009431124,0.01272082,0.000119972,0.00941205,0.05105606,0.000480542,0.009428024,0.01253325,0.000118164,0.009423018,0.02012007,0.000189592,0.009427309,0.05025874,0.000473805,0.009442091,0.01260298,0.000118998,0.009438038,0.01958822,0.000184874,0.009413958,0.05086444,0.000478836,0.009426832,0.01991454,0.000187731,0.00943017,0.01305352,0.000123097,0.009409904,0.05055925,0.000475758,0.009425163,0.01312786,0.000123732,0.009421587,0.02022637,0.000190565
0.018858002,0.050114,0.00094505,0.018871879,0.012758854,0.000240784,0.018868256,0.01967232,0.000371182,0.018848228,0.050770824,0.00095694,0.018860626,0.02008134,0.000378747,0.018861627,0.012731684,0.00024014,0.018827771,0.05080606,0.000956565,0.018839408,0.019976468,0.000376345,0.018841361,0.012692006,0.000239135,0.018821573,0.050994424,0.000959795,0.018837738,0.012524668,0.000235936,0.018833637,0.020116802,0.000378873,0.018838168,0.050404206,0.000949523,0.018852092,0.012637746,0.000238248,0.018847797,0.01953124,0.000368121,0.018825434,0.050921826,0.000958625,0.018836879,0.01997065,0.000376185,0.018840025,0.013071942,0.000246276,0.01882081,0.05051917,0.000950812,0.018836402,0.01313412,0.0002474,0.018832492,0.020236494,0.000381104
0.02825551,0.050117836,0.001416105,0.028269004,0.012745476,0.000360302,0.028265668,0.0196584,0.000555658,0.028245973,0.050735788,0.001433082,0.028257609,0.020078684,0.000567376,0.028258848,0.012725508,0.000359608,0.028224419,0.050781842,0.001433288,0.028236629,0.019979064,0.000564141,0.028238581,0.012692064,0.000358406,0.028218888,0.050975878,0.001438483,0.028235103,0.01251606,0.000353392,0.028230716,0.02011212,0.00056778,0.028235436,0.050432434,0.001423982,0.028249312,0.012632744,0.000356866,0.028244922,0.019527616,0.000551556,0.028221844,0.050903468,0.00143659,0.028233718,0.019952346,0.000563329,0.028237628,0.013072398,0.000369134,0.028217697,0.050520756,0.001425579,0.028233481,0.013122852,0.000370504,0.028229427,0.020229324,0.000571062
0.037659072,0.05010027,0.00188673,0.037672852,0.01275938,0.000480682,0.037669516,0.01964211,0.000739909,0.037650108,0.050761918,0.001911192,0.037661458,0.0200656,0.0007557,0.037662982,0.01271989,0.000479069,0.037627886,0.050799132,0.001911464,0.03764086,0.019975716,0.000751903,0.037642478,0.012678362,0.000477245,0.037622546,0.05099093,0.001918409,0.037638714,0.012511246,0.000470907,0.037634708,0.020123394,0.000757338,0.037639142,0.050477618,0.001899934,0.037653114,0.012638906,0.000475894,0.037648914,0.019513724,0.000734671,0.037626216,0.050889586,0.001914783,0.03763771,0.019963626,0.000751385,0.037641476,0.01305876,0.000491551,0.037621832,0.050525116,0.001900847,0.037637472,0.013115378,0.00049363,0.037633276,0.020220324,0.000760957
0.047048998,0.050092644,0.002356809,0.047062444,0.012771304,0.000601049,0.047059536,0.019622676,0.000923434,0.047040128,0.05074376,0.002386993,0.047051478,0.020068546,0.000944255,0.04705286,0.01271876,0.000598454,0.047017668,0.050830306,0.002389922,0.04703088,0.019970652,0.000939237,0.04703226,0.012674446,0.000596108,0.047012756,0.051011216,0.002398178,0.0470284,0.012517324,0.00058867,0.047023966,0.020123344,0.000946279,0.047028684,0.050498608,0.002374883,0.047042704,0.012638006,0.000594526,0.04703884,0.01950283,0.00091739,0.047015664,0.050925468,0.002394295,0.047027588,0.019960382,0.000938689,0.047030924,0.013061348,0.000614287,0.04701085,0.050480602,0.002373136,0.047027208,0.013113888,0.00061671,0.047022772,0.020223564,0.000950968
0.056439544,0.05006854,0.002825846,0.056452752,0.012767148,0.000720741,0.05644989,0.019605948,0.001106754,0.056429958,0.050722574,0.002862273,0.056442118,0.020055858,0.001131995,0.05644331,0.012715632,0.000717712,0.056407498,0.050793914,0.002865158,0.056420948,0.019959636,0.001126142,0.056422518,0.012664014,0.000714536,0.056403398,0.051050378,0.002879415,0.056418468,0.012515084,0.000706082,0.056414272,0.020132058,0.001135735,0.056418562,0.050502354,0.00284927,0.056432818,0.012628922,0.000712686,0.056428908,0.019483262,0.001099419,0.056405304,0.050890254,0.00287048,0.056417894,0.01996043,0.001126125,0.056421374,0.013058536,0.000736781,0.056400824,0.05050599,0.002848579,0.056417372,0.013107368,0.000739483,0.056413366,0.020226098,0.001141022
0.065829756,0.050067404,0.003295925,0.065843248,0.01276826,0.000840704,0.06584053,0.019608642,0.001291043,0.06582055,0.050664086,0.003334738,0.065832472,0.020054086,0.00132021,0.06583395,0.012715504,0.000837112,0.065797614,0.050798494,0.00334242,0.065811254,0.019965716,0.001313969,0.06581273,0.012670448,0.000833877,0.06579337,0.051083402,0.003360949,0.065808726,0.01251891,0.000823854,0.06580472,0.020134582,0.001324951,0.065808772,0.050520764,0.003324709,0.06582322,0.012614732,0.000830342,0.065819216,0.019457074,0.001280649,0.065795564,0.050887692,0.003348184,0.06580882,0.019961604,0.00131365,0.065811968,0.013063232,0.000859717,0.06579156,0.05051761,0.003323632,0.065807534,0.013110282,0.000862755,0.065803244,0.02020641,0.001329647
0.075219966,0.050081364,0.003767118,0.075233698,0.012767326,0.000960533,0.075230884,0.019608272,0.001475148,0.075210808,0.050701544,0.003813304,0.075223064,0.02005012,0.001508231,0.075224304,0.0127143,0.000956424,0.075188016,0.050808452,0.003820187,0.07520156,0.019963358,0.001501276,0.075202942,0.012672236,0.000952989,0.075183582,0.05105678,0.003838632,0.075198794,0.012528926,0.00094216,0.075195216,0.02013796,0.001514278,0.075199078,0.050500814,0.003797615,0.075213812,0.0126082,0.000948311,0.075209524,0.01944959,0.001462794,0.0751863,0.05088407,0.003825785,0.075199602,0.019961846,0.001501123,0.075202322,0.013068906,0.000982812,0.075181486,0.05053615,0.003799383,0.075197648,0.013118592,0.000986487,0.075193502,0.020206844,0.001519423
